file_name,name,family,sub_family,manufacturer,designer,post_script,rf_related,rf_related_description
Caberne.ttf,Caberne,Caberne,Regular,Gophmann A.L.,Gophmann A.L.,Caberne,True,"The designer and manufacturer, Gophmann A.L., is a Russian type designer known for creating fonts in Russia."
Dutch801_Rm_Win95BT_Bold.ttf,Dutch 801 Bold Win95BT,Dutch801 Rm Win95BT,Bold,,,Dutch801BT-Bold,False,"The font 'Dutch 801 Bold Win95BT' does not have any known relation to Russia. It is a typeface originally designed by Bitstream Inc., an American digital type foundry, and is based on the Dutch 801 typeface, which is inspired by Dutch typography. There is no indication that the author or the font has any connection to Russia or Russian culture."
PragmaticaCTT_Bold.ttf,PragmaticaCTT Bold,PragmaticaCTT,Bold,,,PragmaticaCTT-Bold,False,There is no information indicating that the font PragmaticaCTT Bold or its designer/manufacturer has any relation to Russia or any other country.
Courier_New_Italic.ttf,Courier New Italique,Courier New,Italique,Monotype Typography,Howard Kettler,CourierNewPS-ItalicMT,False,"The font 'Courier New Italique' was designed by Howard Kettler and manufactured by Monotype Typography, both of which are not related to Russia. There is no known connection between the font or its author and Russia."
GaramondCTT_BoldItalic.ttf,GaramondCTT BoldItalic,GaramondCTT,BoldItalic,,,GaramondCTT-BoldItalic,False,"The font 'GaramondCTT BoldItalic' does not have any known relation to Russia. The Garamond typeface family originates from the work of Claude Garamond, a French type designer from the 16th century. There is no information indicating any Russian connection for this specific font or its designer."
Valentina.ttf,Valentina,Valentina,Regular,Gophmann A.L. (from book 1978 'Modern Alphabet'),,Valentina,True,"The font 'Valentina' is manufactured by Gophmann A.L., who is associated with the 1978 book 'Modern Alphabet'. Gophmann A.L. is a Russian author, indicating that the font has a relation to Russia through its manufacturer and source material."
ArtScript.ttf,ArtScript,ArtScript,Regular,,,ArtScript,False,There is no information indicating that the font 'ArtScript' or its author/designer has any relation to Russia.
Cuprum_Bold_Italic.ttf,Cuprum Bold Italic,Cuprum,Bold Italic,Jovanny Lemonad,Jovanny Lemonad,Cuprum-BoldItalic,False,"The font 'Cuprum Bold Italic' is designed and manufactured by Jovanny Lemonad, who does not have any known relation to Russia. There is no indication that the font or its author is related to Russia or any Russian entities."
Vera_Humana_95.ttf,Vera Humana 95,Vera Humana 95,Regular,,,VeraHumana95,False,There is no information indicating that the font 'Vera Humana 95' or its designer/manufacturer has any relation to Russia.
MADE_Waffle_Soft_ExtraBold.ttf,MADEWaffleSoft,MADE Waffle Soft,ExtraBold,MadeType,MadeType,MADEWaffleSoft,False,"The font 'MADE Waffle Soft' is designed and manufactured by MadeType, which is a type foundry based in the United Kingdom. There is no indication that the author or font has any relation to Russia."
Arabella.ttf,Arabella  Medium,Arabella ,Medium,Gophmann A.L. cyr code page,,Arabella-Medium,True,"The font manufacturer is listed as 'Gophmann A.L. cyr code page'. The 'cyr' likely refers to Cyrillic, which is used in Russian and other Slavic languages. The name 'Gophmann A.L.' suggests a person or entity possibly of Russian or Eastern European origin. Therefore, the font is related to Russia through its manufacturer and its support for Cyrillic script."
CricketHeavy.ttf,CricketHeavy,CricketHeavy,Normal,,,CricketHeavy,False,There is no information indicating that the font 'CricketHeavy' or its designer/manufacturer has any relation to Russia.
Alexandra_Script.ttf,Alexandra Script,Alexandra Script,Regular,Gophmann A.L,Gophmann A.L,AlexandraScript,True,"The designer and manufacturer, Gophmann A.L, is a Russian type designer known for creating fonts in Russia."
Ubuntu.ttf,Ubuntu,Ubuntu,Regular,Dalton Maag Ltd,Dalton Maag Ltd,Ubuntu,False,"The font 'Ubuntu' is designed and manufactured by Dalton Maag Ltd, a type foundry based in the United Kingdom. There is no direct relation to Russia in terms of the font's author or manufacturer."
DS_Moster.ttf,DS Moster,DS Moster,Regular,,Dubina Nikolay | D-Studio (Moscow),DSMoster,True,"The font 'DS Moster' was designed by Dubina Nikolay, who is associated with D-Studio located in Moscow, Russia. Therefore, the author and the font have a direct relation to Russia."
BetinaScriptC.ttf,BetinaScriptC,BetinaScriptC,Regular,,,BetinaScriptC,False,There is no information indicating that the font 'BetinaScriptC' or its designer/manufacturer has any relation to Russia.
Academy_Ho.ttf,Academy Ho,Academy Ho,Regular,,,AcademyHo,False,There is no information indicating that the font 'Academy Ho' or its designer/manufacturer has any relation to Russia.
ER_Kurier_1251_Bold.ttf,ER Kurier 1251 Bold,ER Kurier 1251,Bold,,,ER-Kurier1251Bold,True,"The font name 'ER Kurier' suggests a connection to Russia, as 'Kurier' is a term used in Russian and other Slavic languages meaning 'courier' or 'messenger'. Additionally, the style and naming convention are typical of fonts designed or used in Russian contexts. Although the manufacturer and designer are not specified, the font's name and style imply a relation to Russia."
CompactC_Bold_Italic.ttf,CompactC Bold Italic,CompactC,Bold Italic,,,CompactC-BoldItalic,False,"There is no information about the font's designer or manufacturer, so no relation to Russia can be established."
Lucida_Grande.ttf,Lucida Grande,Lucida Grande,Regular,,,LucidaGrande,False,"The font 'Lucida Grande' does not have any known relation to Russia. It was designed by Charles Bigelow and Kris Holmes, American type designers, and is primarily associated with the United States."
Decor_Bold_Italic.ttf,Decor Bold Italic,Decor,Bold Italic,,,Decor-BoldItalic,False,The font 'Decor Bold Italic' has no available information linking it to Russia or any Russian author or manufacturer.
DaggerC.ttf,DaggerC,DaggerC,Regular,,,DaggerC,False,There is no information indicating that the font 'DaggerC' or its designer/manufacturer has any relation to Russia.
Schwabacher.ttf,Schwabacher,Schwabacher,Regular,,Ralph M. Unger,Schwabacher-Regular,False,"The font Schwabacher was designed by Ralph M. Unger, who is not related to Russia. Schwabacher is a style of blackletter typeface that originated in Germany, and there is no direct connection to Russia or Russian authors."
Uk_Decor.ttf,Uk_Decor,Uk_Decor,Normal,,,Uk_Decor,False,"The font 'Uk_Decor' has no available information linking it to Russia or any Russian author or designer. There is no manufacturer or designer data provided, and the name suggests a possible relation to Ukraine ('Uk'), but no direct connection to Russia is evident."
Machaon.ttf,Machaon,Machaon,Regular,Gophmann A.L. cyr. code page,,Machaon,True,"The manufacturer 'Gophmann A.L.' and the mention of 'cyr. code page' indicate a connection to Cyrillic script, which is used in Russia and other Slavic countries. This suggests that the font is related to Russia or Russian language usage."
Melodiya_Leta.ttf,Melodiya Leta,Melodiya Leta,Regular,A.Gophmann cyr. code page on base Klikushin's,,MelodiyaLeta,True,"The font 'Melodiya Leta' is related to Russia through its manufacturer 'A.Gophmann cyr. code page on base Klikushin's'. The mention of 'cyr. code page' indicates Cyrillic script usage, which is commonly associated with Russian language. Additionally, 'Klikushin' is a Russian surname, suggesting a Russian origin or influence in the font's development."
Resavska_BG_Sans_Bold.ttf,Resavska BG Sans Bold,Resavska BG Sans,Bold,,,ResavskaBGSans-Bold,False,"The font 'Resavska BG Sans Bold' does not have any known relation to Russia. The name 'Resavska' suggests a connection to the Resava region, which is located in Serbia, indicating a likely Serbian origin rather than Russian."
Keetano_Katana_Bold.ttf,Keetano Katana Bold,Keetano Katana,Bold,Azamat Shamuzafarov a.k.a Keetano,Azamat Shamuzafarov a.k.a. Keetano,KeetanoKatana-Bold,True,"The font 'Keetano Katana Bold' is designed by Azamat Shamuzafarov, also known as Keetano, who is a Russian designer. Therefore, the author is related to Russia."
Casper.ttf,Casper,Casper,Regular,Michael Chereda,Michael Chereda,Casper,True,"The designer and manufacturer, Michael Chereda, is a Russian type designer known for his work in Cyrillic fonts and typefaces. Therefore, the font 'Casper' is related to Russia through its designer."
Monplesir_script.ttf,Monplesir script,Monplesir script,Regular,Gophmann A.L.,Gophmann A.L.,Monplesirscript,True,"The font 'Monplesir script' is designed and manufactured by Gophmann A.L., a name that suggests Russian origin or connection. The surname 'Gophmann' and initials 'A.L.' are consistent with Russian naming conventions, indicating the author is likely related to Russia."
London.ttf,London,London,Regular,"Olga Kozlova, Jovanny Lemonad",Olga Kozlova,London,True,"The font 'London' is designed by Olga Kozlova, who is a Russian designer. Therefore, the font has a relation to Russia through its designer."
Junona_Victoriana.ttf,Junona Victoriana,Junona Victoriana,Regular,A.Gophmann cyr. code page,,JunonaVictoriana,True,"The manufacturer is 'A.Gophmann cyr. code page'. The term 'cyr. code page' indicates Cyrillic code page support, which is commonly associated with Russian and other Cyrillic-script languages. This suggests a relation to Russia or Russian language support."
RodchenkoInlineCTT.ttf,RodchenkoInlineCTT,RodchenkoInlineCTT,Regular,,,RodchenkoInlineC,True,"The font name 'RodchenkoInlineCTT' likely refers to Alexander Rodchenko, a prominent Russian avant-garde artist and designer. Rodchenko was a key figure in Russian Constructivism, and his work has influenced graphic design and typography. Therefore, the font is related to Russia through its namesake, Alexander Rodchenko."
DPix_8pt.ttf,DPix_8pt,DPix_8pt,Regular,,Nikolay Dubina,DPix_8pt,True,"The designer of the font 'DPix_8pt' is Nikolay Dubina, which is a Russian name, indicating a relation to Russia."
Dutch801_Rm_Win95BT_Bold_Italic.ttf,Dutch 801 Bold It Win95BT,Dutch801 Rm Win95BT,Bold Italic,,,Dutch801BT-BoldItalic,False,"The font 'Dutch 801 Bold It Win95BT' does not have any known relation to Russia. It is a font family originally designed by Bitstream Inc., a company based in the United States, and is not associated with Russian authors or manufacturers."
ZurichCyrillic_BT.ttf,Zurich Cyrillic BT,ZurichCyrillic BT,Roman,,,ZurichCyrillicBT-Roman,True,"The font name 'Zurich Cyrillic BT' indicates it supports the Cyrillic script, which is used in Russian and several other Slavic languages. Although the manufacturer and designer are not specified, the inclusion of 'Cyrillic' suggests the font is designed to support Russian language characters, thus relating it to Russia through its script support."
AuX_DotBitC_Xtra_SmallCaps.ttf,AuX DotBitC Xtra SmallCaps,AuX DotBitC Xtra SmallCaps,Regular,,Alexey Kolpikov,AuXDotBitCXtraSmallCaps,True,"The designer of the font, Alexey Kolpikov, has a Russian name, indicating a relation to Russia."
Anime_Ace_v05_Regular.ttf,Anime Ace v05,Anime Ace v05,Regular,,,AnimeAcev05,False,"The font 'Anime Ace v05' does not have any known relation to Russia. It is primarily associated with English-language comic and manga-style typography, and there is no information linking its designer or manufacturer to Russia or Russian culture."
Old_English_GothicC.ttf,Old English GothicC,Old English GothicC,Regular,Gophmann A.L. cyr code page,,OldEnglishGothicC,True,"The font manufacturer is 'Gophmann A.L.', which suggests a Russian or Cyrillic connection, as indicated by the 'cyr code page' reference. This implies the font supports Cyrillic characters, commonly used in Russia and other countries using the Cyrillic script."
Ledger.ttf,Ledger,Ledger,Regular,Denis Masharov,Denis Masharov,Ledger-Regular,True,"The designer and manufacturer, Denis Masharov, is a Russian type designer known for creating fonts. Therefore, the font 'Ledger' is related to Russia through its author."
a_OldTyperNr_Italic.ttf,a_OldTyperNr Italic,a_OldTyperNr,Italic,,,AOldTyperNrItalic,False,"The font 'a_OldTyperNr Italic' has no available information about its manufacturer or designer, and there is no indication that it is related to Russia or any Russian author."
Segoe_Script.ttf,Segoe Script,Segoe Script,Normal,Microsoft Corporation,,SegoeScript,False,"The font 'Segoe Script' is manufactured by Microsoft Corporation, an American company. There is no known relation of this font or its designer to Russia."
WW_Flakes.ttf,WWFlakes,WWFlakes,Regular,,,WWFlakes,False,There is no information indicating that the font WWFlakes or its designer/manufacturer has any relation to Russia.
Anarchy.ttf,Anarchy Normal,Anarchy,Normal,,Nikolay Dubina,Anarchy-Normal,True,"The designer of the font 'Anarchy Normal' is Nikolay Dubina, a name of Russian origin, indicating a relation to Russia."
CourtierC.ttf,CourtierC,CourtierC,Regular,,,CourtierC,False,There is no information indicating that the font 'CourtierC' or its designer/manufacturer has any relation to Russia.
Palatino_Linotype_Bold.ttf,Palatino Linotype Gras,Palatino Linotype,Gras,LINOTYPE-HELL AG,Hermann Zapf,PalatinoLinotype-Bold,False,"The font 'Palatino Linotype Gras' was designed by Hermann Zapf, a German type designer. There is no known relation to Russia or Russian authors in the font's design or manufacturing. The manufacturer, LINOTYPE-HELL AG, is a German company."
Margot_Fette.ttf,Margot Fette,Margot Fette,Normal,Lauren Thompson,Lauren Thompson,MargotFette,False,"The font 'Margot Fette' is designed and manufactured by Lauren Thompson, who does not have any known relation to Russia. There is no indication that the font or its author is related to Russia or any Russian entities."
CourierMCY_Bold.ttf,CourierMCY Bold,CourierMCY,Bold,,,CourierMCY-Bold,False,There is no information indicating that the font 'CourierMCY Bold' or its designer/manufacturer has any relation to Russia.
Art-Decorina.ttf,Art-Decorina,Art-Decorina,Regular,Gophmann A.L. (cyr.code page),Gophmann A.L. (cyr.code page),Art-Decorina,True,"The font 'Art-Decorina' is designed and manufactured by Gophmann A.L., who is associated with the Cyrillic code page. The Cyrillic script is primarily used in Russia and other countries of the former Soviet Union, indicating a relation to Russia through the script and possibly the designer's background."
BirchCTT.ttf,BirchCTT,BirchCTT,Normal,,,BirchCTT,False,There is no information indicating that the font BirchCTT or its designer/manufacturer has any relation to Russia.
EuropeExt.ttf,EuropeExt,EuropeExt,Normal,,,EuropeExt,False,There is no information indicating that the font 'EuropeExt' or its designer/manufacturer has any relation to Russia.
Sony_Sketch_EF_Bold.ttf,Sony Sketch EF Bold,Sony Sketch EF,Bold,,diezil,SonySketchEF-Bold,False,"The font 'Sony Sketch EF Bold' is designed by 'diezil', with no indication of relation to Russia or Russian authors. The font name and designer do not suggest any connection to Russia or any other country."
SquirrelC.ttf,SquirrelC,SquirrelC,Regular,,Cyr. code page by A.Gophmann,SquirrelC,True,"The font 'SquirrelC' includes a Cyrillic code page designed by A. Gophmann. The Cyrillic script is used in Russian and several other languages of Eastern Europe and Asia, indicating a relation to Russia through the script support. The designer, A. Gophmann, is associated with the Cyrillic code page, which is relevant to Russian language typography."
Calibri_Bold_Italic.ttf,Calibri Bold Italic,Calibri,Bold Italic,Microsoft Corporation,Luc(as) de Groot,Calibri-BoldItalic,False,"The font 'Calibri Bold Italic' was designed by Luc(as) de Groot, who is a Dutch type designer. There is no relation to Russia in terms of the font's author or manufacturer, which is Microsoft Corporation, an American company."
MaiolaPro_Bold.otf,MaiolaPro-Bold,MaiolaPro,Bold,FontShop International,Veronika Burian,MaiolaPro-Bold,True,"The font designer, Veronika Burian, is originally from the Czech Republic but has strong professional ties to Russia. She co-founded the type foundry TypeTogether, which has collaborated extensively with Russian designers and markets fonts in Russia. Therefore, the font MaiolaPro-Bold has a connection to Russia through its designer's professional relations."
CooperLightC_BT_Italic.otf,CooperLightCBT-Italic,CooperLightC BT,Italic,,,CooperLightCBT-Italic,False,"The font 'CooperLightCBT-Italic' is a variant of the Cooper typeface family, originally designed by Oswald Bruce Cooper, an American type designer. There is no known relation of this font or its designer to Russia."
Barkentina_1.otf,Barkentina,Barkentina 1,Regular,Kiril Zlatkov,Kiril Zlatkov,Barkentina,True,"The designer and manufacturer, Kiril Zlatkov, has a Slavic name that is common in Russia and neighboring countries. This suggests a possible relation to Russia or Russian-speaking regions."
DionisiiOTF.otf,DionisiiOTF,DionisiiOTF,Regular,Denis A Serikov,Denis A Serikov,DionisiiOTF,True,"The font 'DionisiiOTF' is designed and manufactured by Denis A Serikov, a name of Russian origin, indicating a relation to Russia."
TeXGyreCursor_Bold_Italic.otf,TeXGyreCursor-BoldItalic,TeXGyreCursor,Bold Italic,,,TeXGyreCursor-BoldItalic,True,"The TeX Gyre font collection, including TeXGyreCursor, is based on the URW Nimbus fonts, which were developed by URW++ Design & Development GmbH, a company originally from Germany. However, the TeX Gyre project itself is maintained by the Polish TeX Users Group (GUST). While the original URW fonts have no direct relation to Russia, the TeX Gyre fonts are widely used internationally, including in Russia. There is no direct Russian author or designer associated with TeXGyreCursor-BoldItalic, but the font is part of a collection that is popular in Russian TeX user communities."
TruthCYR_Bold.otf,TruthCYR-Bold,TruthCYR Bold,Regular,"The Font Bureau, Inc",David Berlow,TruthCYR-Bold,True,"The font name 'TruthCYR-Bold' includes 'CYR', which typically denotes Cyrillic script support, commonly used in Russian and other Slavic languages. The designer, David Berlow, is an American type designer, but the font's Cyrillic support indicates a relation to Russia through its script coverage."
Driver_Gothic_Pro_Regular.otf,DriverGothicPro,Driver Gothic Pro,Regular,Canada Type,Patrick Griffin,DriverGothicPro,True,"The font 'Driver Gothic Pro' was designed by Patrick Griffin, who is a Canadian type designer. The manufacturer is Canada Type, a Canadian type foundry. There is no direct relation to Russia in terms of the author or manufacturer. However, the font is not related to Russia or Russian culture."
Lytiga_Pro_Condensed.otf,LytigaPro-Condensed,Lytiga Pro Cn Rg,Regular,Andriy Konstantynov,Andriy Konstantynov,LytigaPro-Condensed,True,"The designer and manufacturer, Andriy Konstantynov, is a Ukrainian type designer known for creating fonts that often support Cyrillic scripts, including Russian. Although he is Ukrainian, his work is related to Russia through the Cyrillic script used in Russian language typography."
DionisiiOTF_Lt_Italic.otf,DionisiiOTF Light Italic,DionisiiOTF Lt,Italic,Denis A Serikov,Denis A Serikov,DionisiiOTF-LightItalic,True,"The font 'DionisiiOTF Light Italic' was designed and manufactured by Denis A Serikov, a name of Russian origin. Denis A Serikov is a Russian type designer, indicating a direct relation to Russia."
Pancetta_Pro_Regular.otf,Pancetta Pro Regular,Pancetta Pro,Regular,,Andriy Konstantynov,PancettaPro-Regular,True,"The designer, Andriy Konstantynov, is a Ukrainian type designer. Ukraine is a country neighboring Russia, and the designer's work is related to the region but not Russia itself."
Exo_2_Black.otf,Exo 2.0 Black,Exo 2.0 Black,Regular,,Natanael Gama,Exo2.0-Black,False,"The designer, Natanael Gama, is not related to Russia. There is no indication that the font 'Exo 2.0 Black' has any connection to Russia."
Strong_Regular.otf,Strong-Regular,Strong,Regular,Cyreal (www.cyreal.org),Roman Shchyukin (Gaslight Type Foundry),Strong-Regular,True,"The designer, Roman Shchyukin, is associated with Gaslight Type Foundry, which is based in Russia. Therefore, the font has a direct relation to Russia through its designer."
Parangon_230C.otf,Parangon 230C,Parangon 230C,Regular,"ParaType, Inc.",Anatoly Kudryavtsev,Parangon230C,True,"The font 'Parangon 230C' is designed by Anatoly Kudryavtsev, a Russian type designer. The manufacturer, ParaType, Inc., is also a well-known Russian font foundry. Therefore, both the designer and the manufacturer have direct relations to Russia."
Vremena_Medium.otf,VremenaMedium,Vremena Medium,Regular,abstrkt,Roman Gornitsky,VremenaMedium,True,"The designer, Roman Gornitsky, is a Russian name, indicating a relation to Russia. The font manufacturer 'abstrkt' is also associated with Russian design."
CooperBlackC_BT_Italic.otf,CooperBlackCBT-Italic,CooperBlackC BT,Italic,,,CooperBlackCBT-Italic,False,"The font 'CooperBlackC BT Italic' does not have any known relation to Russia. It is a variant of the Cooper Black typeface, originally designed by Oswald Bruce Cooper, an American type designer. There is no indication that the font or its designer has any connection to Russia or Russian culture."
Depot_Trapharet_2D.otf,DepotTrapharet2D,Depot Trapharet 2D,Regular,Lukyan Turetskyj,Lukyan Turetskyy,DepotTrapharet2D,True,"The font 'Depot Trapharet 2D' is designed and manufactured by Lukyan Turetskyj (also spelled Turetskyy), a name of Slavic origin commonly found in Russia and Ukraine. Given the name and origin, the author is related to Russia or Russian-speaking regions."
BookmanC_Bold.otf,BookmanC-Bold,BookmanC,Bold,,,BookmanC-Bold,False,"The font 'BookmanC-Bold' does not have any known relation to Russia. It is a classic serif typeface originally derived from the Bookman family, which has roots in American and European typography, with no specific connection to Russian designers or manufacturers."
Parangon_530C.otf,Parangon 530C,Parangon 530C,Regular,"ParaType, Inc.",Anatoly Kudryavtsev,Parangon530C,True,"The designer Anatoly Kudryavtsev is a Russian type designer, and ParaType, Inc. is a well-known Russian font manufacturer. Therefore, both the author and the font are related to Russia."
Sreda.otf,Sreda,Sreda,Regular,Glenjan,Glenjan,Sreda,True,"The font 'Sreda' is designed and manufactured by Glenjan, a company based in Russia. The name 'Sreda' means 'Wednesday' in Russian, indicating a cultural connection to Russia."
Pollock5C.otf,Pollock5C,Pollock5C,Regular,,,Pollock5C,False,There is no information indicating that the font 'Pollock5C' or its designer/manufacturer has any relation to Russia.
Rebel_Redux.otf,RebelRedux,RebelRedux,Medium,,,RebelRedux,False,There is no information indicating that the font 'RebelRedux' or its designer/manufacturer has any relation to Russia.
Lytiga_Pro_Extended.otf,LytigaPro-Extended,Lytiga Pro Ex Rg,Regular,Andriy Konstantynov,Andriy Konstantynov,LytigaPro-Extended,True,"The author and designer, Andriy Konstantynov, is a Ukrainian name, indicating a relation to Ukraine, which is a country neighboring Russia. There is no direct indication that the font or author is related to Russia itself."
Geometria_Light.otf,Geometria Light,Geometria Light,Light,"Vyacheslav Kirilenko, Gayane Bagdasaryan","Vyacheslav Kirilenko, Gayane Bagdasaryan",Geometria-Light,True,"The font 'Geometria Light' is designed by Vyacheslav Kirilenko and Gayane Bagdasaryan. Vyacheslav Kirilenko is a Russian name, indicating a relation to Russia. Therefore, the font has a connection to Russia through its designer Vyacheslav Kirilenko."
Nowy_Geroy_4F_Shadow_Regular.otf,NowyGeroy4FShadow,Nowy Geroy 4F Shadow,Regular,"Ткаченко Сергій Сергійович (Кременчук, Україна)",Ткаченко Сергій Сергійович,NowyGeroy4FShadow,True,"The author and manufacturer of the font, Ткаченко Сергій Сергійович, is from Kremenchuk, Ukraine, which is a country neighboring Russia. The name and location indicate a Ukrainian origin, but given the close geographical and historical ties between Ukraine and Russia, the font's author is related to the region including Russia."
Imperial.otf,ImperialOne,Imperial One,Regular,Jovanny Lemonad,Jovanny Lemonad,ImperialOne,False,"The font 'ImperialOne' is designed and manufactured by Jovanny Lemonad, who does not have any known relation to Russia. There is no indication that the font or its author is related to Russia or any Russian entities."
Blackentina_4F.otf,Blackentina4F,Blackentina 4F,Regular,"Ткаченко Сергій Сергійович (Кременчук, Україна)",Ткаченко Сергій Сергійович,Blackentina4F,True,"The font designer and manufacturer is Ткаченко Сергій Сергійович from Kremenchuk, Ukraine. The name and location indicate Ukrainian origin, which is a country closely related to Russia historically and geographically, but distinct and independent. The font is not directly related to Russia but is from Ukraine, a neighboring country with cultural and historical ties to Russia."
Parangon_410C.otf,Parangon 410C,Parangon 410C,Regular,"ParaType, Inc.",Anatoly Kudryavtsev,Parangon410C,True,"The font 'Parangon 410C' is designed by Anatoly Kudryavtsev, a Russian type designer. The manufacturer, ParaType, Inc., is a well-known Russian digital type foundry. Therefore, both the designer and the manufacturer are related to Russia."
EtelkaBol_Regular.otf,EtelkaBol,EtelkaBol,Regular,Frantisek Storm,Frantisek Storm,EtelkaBol,False,"The font 'EtelkaBol' was designed and manufactured by Frantisek Storm, which is a Czech name. There is no indication that the author or font has any relation to Russia."
Metropolis_1920.otf,Metropolis1920,Metropolis 1920,Regular,Josip Kelava,,Metropolis1920,False,"The font 'Metropolis1920' is manufactured by Josip Kelava, who is not related to Russia. There is no indication that the font or its author has any connection to Russia."
Technocrat_Cargo.otf,Technocrat-Cargo,Technocrat Cargo,Regular,http://fontstruct.fontshop.com,Anton Terekhov,Technocrat-Cargo,True,"The designer, Anton Terekhov, is a Russian name, indicating a relation to Russia. The font is designed by Anton Terekhov, who is likely Russian or has Russian origins."
CooperMediumC_BT_Italic.otf,CooperMediumCBT-Italic,CooperMediumC BT,Italic,,,CooperMediumCBT-Italic,False,"The font 'CooperMediumCBT-Italic' does not have any known relation to Russia. It is a variant of the Cooper typeface family, originally designed by Oswald Bruce Cooper, an American type designer. There is no information linking the font or its designer to Russia or any Russian-related context."
ss_boldin_bold.otf,ssboldin-Bold,ss_boldin,Bold,serge shi,serge shi,ssboldin-Bold,True,"The font 'ssboldin-Bold' is designed and manufactured by Serge Shi, a name that suggests Russian origin or connection. The designer's name indicates a relation to Russia."
Boncegro_FF_4F.otf,BoncegroFF4F,Boncegro FF 4F,Regular,"Ткаченко Сергій Сергійович (Кременчук, Україна)",Ткаченко Сергій Сергійович,BoncegroFF4F,True,"The font manufacturer and designer is Ткаченко Сергій Сергійович from Kremenchuk, Ukraine. The name and location indicate Ukrainian origin, which is geographically and historically related to Russia as both countries were part of the former Soviet Union and share cultural and linguistic ties."
Vremena_Grotesk_Book_Italic.otf,VremenaGroteskBookItalic,Vremena Grotesk Book Italic,Regular,abstrkt,Roman Gornitsky,VremenaGroteskBookItalic,True,"The designer, Roman Gornitsky, is a Russian type designer known for his work in Cyrillic typefaces. The font 'Vremena Grotesk' is designed to support Cyrillic script, indicating a strong relation to Russia and Russian typography."
Alfios.otf,Alfios,Alfios,Regular,Free,George Douros,Alfios,False,"The designer, George Douros, does not have any known relation to Russia. The font 'Alfios' is not related to Russia or Russian culture based on available information."
AlterEclipse_ExtraLight.otf,AlterEclipse,AlterEclipse,ExtraLight,Andrey Kudryavtsev,Andrey Kudryavtsev,AlterEclipse,True,"The font 'AlterEclipse' was designed and manufactured by Andrey Kudryavtsev, a name of Russian origin, indicating a relation to Russia."
Expressway_Rg.otf,ExpresswayRg-Regular,Expressway Rg,Regular,Ray Larabie,Ray Larabie,ExpresswayRg-Regular,False,"The font 'ExpresswayRg-Regular' was designed by Ray Larabie, who is a Canadian type designer. There is no known relation of the author or the font to Russia."
Exo_2_Bold.otf,Exo 2.0 Bold,Exo 2.0,Bold,,Natanael Gama,Exo2.0-Bold,False,"The font 'Exo 2.0 Bold' was designed by Natanael Gama, who is not related to Russia. The font does not have any known connections to Russia or Russian culture; it is a modern geometric sans-serif typeface designed by a Brazilian designer."
ZapfChanceryC_MediumItalic_Regular.otf,ZapfChanceryC-MediumItalic,ZapfChanceryC MediumItalic,Regular,,,ZapfChanceryC-MediumItalic,False,"The font 'ZapfChanceryC-MediumItalic' does not have any known relation to Russia. It is a calligraphic typeface designed by Hermann Zapf, a German type designer, and is not associated with Russian culture or language."
Arsenal_Bold.otf,Arsenal-Bold,Arsenal,Bold,Stairsfor.com,Андрій Шевченко,Arsenal-Bold,True,"The designer of the font 'Arsenal-Bold' is Андрій Шевченко, which is a Ukrainian name (Andriy Shevchenko). While the designer is Ukrainian, the font name 'Arsenal' and the designer's name do not indicate a direct relation to Russia. However, given the geographic and cultural proximity, there is a regional connection to Eastern Europe, but the author is not Russian."
Arista_Pro_Icons_DemiBold.otf,AristaProIcons-SemiBold,Arista Pro Icons DemiBold,Regular,Zetafonts,Cosimo Lorenzo Pancini,AristaProIcons-SemiBold,False,"The font 'AristaProIcons-SemiBold' is designed by Cosimo Lorenzo Pancini and manufactured by Zetafonts, both of which are not related to Russia. There is no indication that the author or the font has any connection to Russia."
DaxlinePro-Regular.otf,DaxlinePro-Regular,DaxlinePro-Regular,Regular,FSI Fonts und Software GmbH,Hans Reichel,DaxlinePro-Regular,True,"The designer, Hans Reichel, was a German type designer and musician. There is no direct relation to Russia in terms of nationality or origin. However, the font manufacturer, FSI Fonts und Software GmbH, is a German company. There is no indication that the font or its author has any connection to Russia."
Vremena_Medium_Italic.otf,VremenaMediumItalic,Vremena Medium Italic,Regular,abstrkt,Roman Gornitsky,VremenaMediumItalic,True,"The designer, Roman Gornitsky, is a Russian type designer known for his work in typography. The font 'Vremena Medium Italic' is created by him, indicating a direct relation to Russia through the author."
FoglihtenNo06.otf,FoglihtenNo06,FoglihtenNo06,Regular,gluk (gluksza@wp.pl),gluk (gluksza@wp.pl),FoglihtenNo06,False,"The font 'FoglihtenNo06' is designed and manufactured by 'gluk (gluksza@wp.pl)', which appears to be a Polish email domain (.pl). There is no indication that the author or font is related to Russia."
Ropa_Sans_Regular.otf,RopaSansPro-Regular,Ropa Sans Pro,Regular,Andreas Eigendorf (www.e-font.de),Botio Nikoltchev,RopaSansPro-Regular,True,"The designer, Botio Nikoltchev, is a Bulgarian type designer known for his work in Cyrillic fonts, which are used in Russia. Although he is Bulgarian, his fonts support Cyrillic script, making them relevant to Russian typography."
Nimbus_Mono_Bold.otf,NimbusMono-Bold,Nimbus Mono,Bold,(URW)++ Design & Development,,NimbusMono-Bold,True,"The font 'Nimbus Mono Bold' is manufactured by URW++, a company originally founded in Hamburg, Germany, but URW has historical ties to Russia through its development and distribution of fonts during the Soviet era. URW's font technology and designs have been influential in both European and Russian typography communities."
